state_id,entity_id,state,local_updated,local_changed
20479468,binary_sensor.fridge_contact,on,"2022-11-18 00:43:33",
20479599,binary_sensor.fridge_contact,on,"2022-11-18 00:46:09",
20497621,binary_sensor.freezer_contact,on,"2022-11-18 08:48:17",
20497638,binary_sensor.fridge_contact,on,"2022-11-18 08:48:34",
20503562,binary_sensor.fridge_contact,on,"2022-11-18 10:49:35",
20503702,binary_sensor.fridge_contact,on,"2022-11-18 10:52:04",
20503746,binary_sensor.fridge_contact,on,"2022-11-18 10:52:56",
20503952,binary_sensor.fridge_contact,on,"2022-11-18 10:57:25",
20504070,binary_sensor.fridge_contact,on,"2022-11-18 10:59:45",
20504295,binary_sensor.fridge_contact,on,"2022-11-18 11:04:08",
20504319,binary_sensor.fridge_contact,on,"2022-11-18 11:04:24",
20504387,binary_sensor.fridge_contact,on,"2022-11-18 11:05:36",
20504423,binary_sensor.fridge_contact,on,"2022-11-18 11:06:11",
20504685,binary_sensor.fridge_contact,on,"2022-11-18 11:10:52",
20505177,binary_sensor.fridge_contact,on,"2022-11-18 11:21:02",
20505811,binary_sensor.fridge_contact,on,"2022-11-18 11:33:37",
20506073,binary_sensor.fridge_contact,on,"2022-11-18 11:39:09",
20507007,binary_sensor.fridge_contact,on,"2022-11-18 11:55:57",
20507072,binary_sensor.freezer_contact,on,"2022-11-18 11:57:08",
20507078,binary_sensor.fridge_contact,on,"2022-11-18 11:57:09",
20507307,binary_sensor.fridge_contact,on,"2022-11-18 12:01:22",
20509745,binary_sensor.fridge_contact,on,"2022-11-18 12:48:22",
20509772,binary_sensor.freezer_contact,on,"2022-11-18 12:49:14",
20509787,binary_sensor.freezer_contact,on,"2022-11-18 12:49:23",
20509928,binary_sensor.freezer_contact,on,"2022-11-18 12:51:59",
20510312,binary_sensor.freezer_contact,on,"2022-11-18 13:03:16",
20511841,binary_sensor.fridge_contact,on,"2022-11-18 14:03:46",
20511860,binary_sensor.fridge_contact,on,"2022-11-18 14:04:06",
20512163,binary_sensor.freezer_contact,on,"2022-11-18 14:09:48",
20516888,binary_sensor.fridge_contact,on,"2022-11-18 15:59:40",
20517025,binary_sensor.fridge_contact,on,"2022-11-18 16:02:37",
20517078,binary_sensor.fridge_contact,on,"2022-11-18 16:03:38",
20517177,binary_sensor.fridge_contact,on,"2022-11-18 16:05:47",
20521141,binary_sensor.fridge_contact,on,"2022-11-18 17:30:54",
20521160,binary_sensor.freezer_contact,on,"2022-11-18 17:31:11",
20521223,binary_sensor.freezer_contact,on,"2022-11-18 17:32:13",
20521267,binary_sensor.freezer_contact,on,"2022-11-18 17:32:55",
20521807,binary_sensor.fridge_contact,on,"2022-11-18 17:43:25",
20522419,binary_sensor.fridge_contact,on,"2022-11-18 17:56:22",
20522547,binary_sensor.fridge_contact,on,"2022-11-18 17:58:33",
20522930,binary_sensor.freezer_contact,on,"2022-11-18 18:05:55",
20523514,binary_sensor.freezer_contact,on,"2022-11-18 18:18:16",
20524847,binary_sensor.freezer_contact,on,"2022-11-18 18:46:07",
20524851,binary_sensor.fridge_contact,on,"2022-11-18 18:46:11",
20527174,binary_sensor.fridge_contact,on,"2022-11-18 19:32:34",
20527277,binary_sensor.fridge_contact,on,"2022-11-18 19:33:33",
20527338,binary_sensor.fridge_contact,on,"2022-11-18 19:34:42",
20527352,binary_sensor.freezer_contact,on,"2022-11-18 19:34:49",
20529787,binary_sensor.fridge_contact,on,"2022-11-18 20:28:02",
20530624,binary_sensor.fridge_contact,on,"2022-11-18 20:44:54",
20530796,binary_sensor.fridge_contact,on,"2022-11-18 20:48:08",
20530881,binary_sensor.fridge_contact,on,"2022-11-18 20:50:10",
20530911,binary_sensor.fridge_contact,on,"2022-11-18 20:50:40",
20530983,binary_sensor.fridge_contact,on,"2022-11-18 20:51:56",
20531005,binary_sensor.fridge_contact,on,"2022-11-18 20:52:16",
20531392,binary_sensor.fridge_contact,on,"2022-11-18 21:00:15",
20531449,binary_sensor.fridge_contact,on,"2022-11-18 21:01:17",
20531635,binary_sensor.fridge_contact,on,"2022-11-18 21:05:00",
20531762,binary_sensor.fridge_contact,on,"2022-11-18 21:07:36",
20531977,binary_sensor.fridge_contact,on,"2022-11-18 21:12:10",
20532009,binary_sensor.fridge_contact,on,"2022-11-18 21:12:35",
20532026,binary_sensor.fridge_contact,on,"2022-11-18 21:12:49",
20532052,binary_sensor.fridge_contact,on,"2022-11-18 21:13:07",
20532109,binary_sensor.fridge_contact,on,"2022-11-18 21:14:06",
20532187,binary_sensor.fridge_contact,on,"2022-11-18 21:15:28",
20534585,binary_sensor.fridge_contact,on,"2022-11-18 22:06:20",
20535089,binary_sensor.fridge_contact,on,"2022-11-18 22:16:10",
20535111,binary_sensor.fridge_contact,on,"2022-11-18 22:16:26",
20535588,binary_sensor.fridge_contact,on,"2022-11-18 22:26:16",
20536162,binary_sensor.fridge_contact,on,"2022-11-18 22:37:52",
20536217,binary_sensor.fridge_contact,on,"2022-11-18 22:38:51",
20536472,binary_sensor.fridge_contact,on,"2022-11-18 22:44:06",
20536949,binary_sensor.fridge_contact,on,"2022-11-18 22:53:36",
20536957,binary_sensor.fridge_contact,on,"2022-11-18 22:53:41",
20537297,binary_sensor.fridge_contact,on,"2022-11-18 23:00:27",
20537874,binary_sensor.fridge_contact,on,"2022-11-18 23:12:09",
20537895,binary_sensor.fridge_contact,on,"2022-11-18 23:12:25",
20537923,binary_sensor.fridge_contact,on,"2022-11-18 23:12:52",
20537948,binary_sensor.fridge_contact,on,"2022-11-18 23:13:12",
20537998,binary_sensor.fridge_contact,on,"2022-11-18 23:14:13",
20539601,binary_sensor.freezer_contact,on,"2022-11-18 23:46:51",
20539613,binary_sensor.fridge_contact,on,"2022-11-18 23:46:56",
20540189,binary_sensor.freezer_contact,on,"2022-11-18 23:54:25",
20540222,binary_sensor.fridge_contact,on,"2022-11-18 23:54:37",
20540745,binary_sensor.fridge_contact,on,"2022-11-19 00:05:33",
20540789,binary_sensor.freezer_contact,on,"2022-11-19 00:06:08",
20540829,binary_sensor.fridge_contact,on,"2022-11-19 00:06:54",
20541504,binary_sensor.fridge_contact,on,"2022-11-19 00:26:05",
20541615,binary_sensor.fridge_contact,on,"2022-11-19 00:29:45",
20541721,binary_sensor.fridge_contact,on,"2022-11-19 00:32:49",
20541764,binary_sensor.fridge_contact,on,"2022-11-19 00:33:34",
20542142,binary_sensor.fridge_contact,on,"2022-11-19 00:40:11",
20542238,binary_sensor.fridge_contact,on,"2022-11-19 00:41:47",
20548666,binary_sensor.fridge_contact,on,"2022-11-19 02:47:53",
20548754,binary_sensor.fridge_contact,on,"2022-11-19 02:49:18",
20706430,binary_sensor.fridge_contact,on,"2022-11-19 08:45:17",
20706760,binary_sensor.freezer_contact,on,"2022-11-19 08:46:02",
20706783,binary_sensor.fridge_contact,on,"2022-11-19 08:46:04",
20708337,binary_sensor.fridge_contact,on,"2022-11-19 08:49:31",
20708979,binary_sensor.fridge_contact,on,"2022-11-19 08:50:53",
20713286,binary_sensor.fridge_contact,on,"2022-11-19 09:00:20",
20716826,binary_sensor.fridge_contact,on,"2022-11-19 09:08:11",
20717109,binary_sensor.fridge_contact,on,"2022-11-19 09:08:49",
20717374,binary_sensor.fridge_contact,on,"2022-11-19 09:09:24",
20717924,binary_sensor.fridge_contact,on,"2022-11-19 09:10:38",
20720585,binary_sensor.fridge_contact,on,"2022-11-19 09:16:31",
20725710,binary_sensor.fridge_contact,on,"2022-11-19 09:28:16",
20727975,binary_sensor.fridge_contact,on,"2022-11-19 09:33:24",
20735571,binary_sensor.fridge_contact,on,"2022-11-19 09:50:03",
20737601,binary_sensor.fridge_contact,on,"2022-11-19 09:54:40",
20747336,binary_sensor.fridge_contact,on,"2022-11-19 10:16:14",
20799188,binary_sensor.fridge_contact,on,"2022-11-19 12:13:02",
20806276,binary_sensor.fridge_contact,on,"2022-11-19 12:28:45",
20821205,binary_sensor.freezer_contact,on,"2022-11-19 13:01:15",
20829043,binary_sensor.fridge_contact,on,"2022-11-19 13:18:19",
20829223,binary_sensor.fridge_contact,on,"2022-11-19 13:18:42",
20832219,binary_sensor.fridge_contact,on,"2022-11-19 13:25:08",
20834679,binary_sensor.fridge_contact,on,"2022-11-19 13:30:31",
20835316,binary_sensor.fridge_contact,on,"2022-11-19 13:31:51",
20839320,binary_sensor.fridge_contact,on,"2022-11-19 13:40:25",
20845363,binary_sensor.freezer_contact,on,"2022-11-19 13:53:24",
20891943,binary_sensor.fridge_contact,on,"2022-11-19 15:36:48",
20892108,binary_sensor.fridge_contact,on,"2022-11-19 15:37:05",
20897053,binary_sensor.fridge_contact,on,"2022-11-19 15:47:56",
20897278,binary_sensor.fridge_contact,on,"2022-11-19 15:48:21",
20897322,binary_sensor.freezer_contact,on,"2022-11-19 15:48:26",
20906210,binary_sensor.fridge_contact,on,"2022-11-19 16:07:57",
20906282,binary_sensor.freezer_contact,on,"2022-11-19 16:08:08",
20913025,binary_sensor.freezer_contact,on,"2022-11-19 16:23:06",
20914704,binary_sensor.fridge_contact,on,"2022-11-19 16:26:55",
20918009,binary_sensor.fridge_contact,on,"2022-11-19 16:34:23",
20919409,binary_sensor.fridge_contact,on,"2022-11-19 16:37:26",
20920716,binary_sensor.fridge_contact,on,"2022-11-19 16:40:20",
20920826,binary_sensor.fridge_contact,on,"2022-11-19 16:40:32",
20925925,binary_sensor.fridge_contact,on,"2022-11-19 16:51:49",
20926031,binary_sensor.fridge_contact,on,"2022-11-19 16:52:04",
20926151,binary_sensor.freezer_contact,on,"2022-11-19 16:52:19",
20926336,binary_sensor.fridge_contact,on,"2022-11-19 16:52:44",
20927457,binary_sensor.freezer_contact,on,"2022-11-19 16:55:16",
20927516,binary_sensor.fridge_contact,on,"2022-11-19 16:55:23",
20927649,binary_sensor.fridge_contact,on,"2022-11-19 16:55:41",
20928688,binary_sensor.fridge_contact,on,"2022-11-19 16:57:54",
20994275,binary_sensor.fridge_contact,on,"2022-11-19 19:29:58",
21015353,binary_sensor.fridge_contact,on,"2022-11-19 20:21:56",
21036790,binary_sensor.fridge_contact,on,"2022-11-19 21:14:13",
21038426,binary_sensor.fridge_contact,on,"2022-11-19 21:17:47",
21039860,binary_sensor.fridge_contact,on,"2022-11-19 21:20:56",
21044757,binary_sensor.fridge_contact,on,"2022-11-19 21:31:44",
21094896,binary_sensor.freezer_contact,on,"2022-11-19 23:28:01",
21094945,binary_sensor.fridge_contact,on,"2022-11-19 23:28:06",
21368629,binary_sensor.freezer_contact,on,"2022-11-20 09:48:27",
21368642,binary_sensor.fridge_contact,on,"2022-11-20 09:48:29",
21368841,binary_sensor.fridge_contact,on,"2022-11-20 09:48:53",
21368998,binary_sensor.freezer_contact,on,"2022-11-20 09:49:14",
21371760,binary_sensor.fridge_contact,on,"2022-11-20 09:54:46",
21387075,binary_sensor.fridge_contact,on,"2022-11-20 10:27:27",
21403739,binary_sensor.freezer_contact,on,"2022-11-20 11:04:01",
21405379,binary_sensor.fridge_contact,on,"2022-11-20 11:07:34",
21406820,binary_sensor.fridge_contact,on,"2022-11-20 11:10:40",
21407860,binary_sensor.fridge_contact,on,"2022-11-20 11:12:55",
21408758,binary_sensor.fridge_contact,on,"2022-11-20 11:14:46",
21409534,binary_sensor.fridge_contact,on,"2022-11-20 11:16:26",
21409630,binary_sensor.freezer_contact,on,"2022-11-20 11:16:41",
21578514,binary_sensor.fridge_contact,on,"2022-11-20 17:36:13",
21579123,binary_sensor.fridge_contact,on,"2022-11-20 17:37:35",
21579795,binary_sensor.fridge_contact,on,"2022-11-20 17:39:04",
21580270,binary_sensor.fridge_contact,on,"2022-11-20 17:40:04",
21581277,binary_sensor.fridge_contact,on,"2022-11-20 17:42:17",
21581494,binary_sensor.freezer_contact,on,"2022-11-20 17:42:45",
21581633,binary_sensor.fridge_contact,on,"2022-11-20 17:43:03",
21582315,binary_sensor.fridge_contact,on,"2022-11-20 17:44:28",
21583079,binary_sensor.fridge_contact,on,"2022-11-20 17:46:03",
21583782,binary_sensor.fridge_contact,on,"2022-11-20 17:47:37",
21585430,binary_sensor.fridge_contact,on,"2022-11-20 17:51:20",
21607088,binary_sensor.fridge_contact,on,"2022-11-20 18:38:56",
21671944,binary_sensor.freezer_contact,on,"2022-11-20 21:02:57",
21671973,binary_sensor.fridge_contact,on,"2022-11-20 21:03:00",
21672916,binary_sensor.freezer_contact,on,"2022-11-20 21:04:59",
21673221,binary_sensor.fridge_contact,on,"2022-11-20 21:05:38",
21677156,binary_sensor.fridge_contact,on,"2022-11-20 21:14:03",
21678042,binary_sensor.fridge_contact,on,"2022-11-20 21:15:56",
21678830,binary_sensor.fridge_contact,on,"2022-11-20 21:17:44",
21683194,binary_sensor.freezer_contact,on,"2022-11-20 21:27:10",
21688319,binary_sensor.freezer_contact,on,"2022-11-20 21:38:25",
21688472,binary_sensor.fridge_contact,on,"2022-11-20 21:38:38",
21995854,binary_sensor.fridge_contact,on,"2022-11-21 09:44:55",
21995931,binary_sensor.freezer_contact,on,"2022-11-21 09:46:33",
21995974,binary_sensor.fridge_contact,on,"2022-11-21 09:47:12",
21998576,binary_sensor.fridge_contact,on,"2022-11-21 10:42:16",
21998701,binary_sensor.freezer_contact,on,"2022-11-21 10:44:02",
21998770,binary_sensor.fridge_contact,on,"2022-11-21 10:44:48",
21998935,binary_sensor.freezer_contact,on,"2022-11-21 10:47:14",
22003109,binary_sensor.fridge_contact,on,"2022-11-21 12:13:07",
22003242,binary_sensor.fridge_contact,on,"2022-11-21 12:15:35",
22015768,binary_sensor.fridge_contact,on,"2022-11-21 16:53:53",
22015877,binary_sensor.fridge_contact,on,"2022-11-21 16:55:39",
22016004,binary_sensor.fridge_contact,on,"2022-11-21 16:56:57",
22016018,binary_sensor.freezer_contact,on,"2022-11-21 16:57:04",
22016071,binary_sensor.freezer_contact,on,"2022-11-21 16:57:42",
22016132,binary_sensor.fridge_contact,on,"2022-11-21 16:58:46",
22016196,binary_sensor.fridge_contact,on,"2022-11-21 17:00:03",
22016356,binary_sensor.fridge_contact,on,"2022-11-21 17:02:59",
22016389,binary_sensor.fridge_contact,on,"2022-11-21 17:03:28",
22016406,binary_sensor.freezer_contact,on,"2022-11-21 17:03:37",
22019417,binary_sensor.fridge_contact,on,"2022-11-21 18:21:37",
22019448,binary_sensor.fridge_contact,on,"2022-11-21 18:22:31",
22019466,binary_sensor.fridge_contact,on,"2022-11-21 18:22:58",
22019485,binary_sensor.fridge_contact,on,"2022-11-21 18:23:33",
22019530,binary_sensor.fridge_contact,on,"2022-11-21 18:24:31",
22020765,binary_sensor.fridge_contact,on,"2022-11-21 18:57:18",
22025639,binary_sensor.fridge_contact,on,"2022-11-21 20:36:43",
22026247,binary_sensor.freezer_contact,on,"2022-11-21 20:49:51",
22026409,binary_sensor.fridge_contact,on,"2022-11-21 20:52:54",
22026657,binary_sensor.fridge_contact,on,"2022-11-21 20:56:39",
22027880,binary_sensor.freezer_contact,on,"2022-11-21 21:18:19",
22028682,binary_sensor.freezer_contact,on,"2022-11-21 21:33:06",
22028687,binary_sensor.fridge_contact,on,"2022-11-21 21:33:11",
22031448,binary_sensor.fridge_contact,on,"2022-11-21 22:28:38",
22033365,binary_sensor.fridge_contact,on,"2022-11-21 23:06:59",
22033444,binary_sensor.fridge_contact,on,"2022-11-21 23:08:41",
22033576,binary_sensor.fridge_contact,on,"2022-11-21 23:11:24",
22033806,binary_sensor.fridge_contact,on,"2022-11-21 23:16:33",
22033845,binary_sensor.fridge_contact,on,"2022-11-21 23:17:12",
22034049,binary_sensor.freezer_contact,on,"2022-11-21 23:21:38",
22048586,binary_sensor.freezer_contact,on,"2022-11-22 08:03:10",
22048603,binary_sensor.freezer_contact,on,"2022-11-22 08:03:27",
22050057,binary_sensor.freezer_contact,on,"2022-11-22 08:50:50",
22050172,binary_sensor.freezer_contact,on,"2022-11-22 08:53:05",
22050233,binary_sensor.freezer_contact,on,"2022-11-22 08:54:08",
22050258,binary_sensor.fridge_contact,on,"2022-11-22 08:54:31",
22050288,binary_sensor.fridge_contact,on,"2022-11-22 08:54:56",
22052692,binary_sensor.fridge_contact,on,"2022-11-22 09:47:16",
22052702,binary_sensor.freezer_contact,on,"2022-11-22 09:47:22",
22057350,binary_sensor.fridge_contact,on,"2022-11-22 11:28:46",
22057660,binary_sensor.fridge_contact,on,"2022-11-22 11:38:31",
22057673,binary_sensor.fridge_contact,on,"2022-11-22 11:38:46",
22057708,binary_sensor.fridge_contact,on,"2022-11-22 11:40:10",
22058015,binary_sensor.fridge_contact,on,"2022-11-22 11:46:55",
22058061,binary_sensor.fridge_contact,on,"2022-11-22 11:47:40",
22058086,binary_sensor.fridge_contact,on,"2022-11-22 11:48:03",
22058107,binary_sensor.fridge_contact,on,"2022-11-22 11:48:17",
22059856,binary_sensor.freezer_contact,on,"2022-11-22 12:23:26",
22062967,binary_sensor.fridge_contact,on,"2022-11-22 13:25:48",
22062984,binary_sensor.fridge_contact,on,"2022-11-22 13:26:02",
22064861,binary_sensor.fridge_contact,on,"2022-11-22 14:04:19",
22064942,binary_sensor.freezer_contact,on,"2022-11-22 14:06:22",
22065103,binary_sensor.fridge_contact,on,"2022-11-22 14:09:10",
22065515,binary_sensor.fridge_contact,on,"2022-11-22 14:16:56",
22068511,binary_sensor.fridge_contact,on,"2022-11-22 15:16:08",
22068627,binary_sensor.fridge_contact,on,"2022-11-22 15:17:51",
22068639,binary_sensor.freezer_contact,on,"2022-11-22 15:18:01",
22068686,binary_sensor.freezer_contact,on,"2022-11-22 15:18:49",
22068697,binary_sensor.fridge_contact,on,"2022-11-22 15:18:54",
22068884,binary_sensor.freezer_contact,on,"2022-11-22 15:22:14",
22069443,binary_sensor.fridge_contact,on,"2022-11-22 15:33:10",
22070151,binary_sensor.fridge_contact,on,"2022-11-22 15:47:49",
22070175,binary_sensor.freezer_contact,on,"2022-11-22 15:48:11",
22070192,binary_sensor.fridge_contact,on,"2022-11-22 15:48:19",
22071030,binary_sensor.fridge_contact,on,"2022-11-22 16:06:13",
22072448,binary_sensor.fridge_contact,on,"2022-11-22 16:33:37",
22072490,binary_sensor.fridge_contact,on,"2022-11-22 16:34:25",
22073141,binary_sensor.fridge_contact,on,"2022-11-22 16:47:43",
22073333,binary_sensor.fridge_contact,on,"2022-11-22 16:51:31",
22073379,binary_sensor.fridge_contact,on,"2022-11-22 16:52:25",
22073811,binary_sensor.freezer_contact,on,"2022-11-22 17:01:11",
22073848,binary_sensor.freezer_contact,on,"2022-11-22 17:01:43",
22074004,binary_sensor.fridge_contact,on,"2022-11-22 17:04:40",
22074100,binary_sensor.fridge_contact,on,"2022-11-22 17:06:29",
22074245,binary_sensor.freezer_contact,on,"2022-11-22 17:09:32",
22074300,binary_sensor.fridge_contact,on,"2022-11-22 17:10:27",
22074316,binary_sensor.fridge_contact,on,"2022-11-22 17:10:43",
22074360,binary_sensor.fridge_contact,on,"2022-11-22 17:11:31",
22074383,binary_sensor.fridge_contact,on,"2022-11-22 17:11:54",
22074420,binary_sensor.fridge_contact,on,"2022-11-22 17:12:32",
22074468,binary_sensor.fridge_contact,on,"2022-11-22 17:13:23",
22074531,binary_sensor.fridge_contact,on,"2022-11-22 17:13:56",
22074566,binary_sensor.fridge_contact,on,"2022-11-22 17:14:36",
22074945,binary_sensor.fridge_contact,on,"2022-11-22 17:22:04",
22074967,binary_sensor.freezer_contact,on,"2022-11-22 17:22:23",
22077096,binary_sensor.fridge_contact,on,"2022-11-22 18:06:04",
22077622,binary_sensor.freezer_contact,on,"2022-11-22 18:16:57",
22077796,binary_sensor.fridge_contact,on,"2022-11-22 18:18:49",
22077899,binary_sensor.fridge_contact,on,"2022-11-22 18:19:22",
22084223,binary_sensor.fridge_contact,on,"2022-11-22 18:50:53",
22113534,binary_sensor.fridge_contact,on,"2022-11-22 19:48:47",
22116758,binary_sensor.fridge_contact,on,"2022-11-22 19:55:09",
22128789,binary_sensor.fridge_contact,on,"2022-11-22 20:18:54",
22133122,binary_sensor.fridge_contact,on,"2022-11-22 20:27:24",
22133739,binary_sensor.fridge_contact,on,"2022-11-22 20:28:32",
22136667,binary_sensor.fridge_contact,on,"2022-11-22 20:34:12",
22144210,binary_sensor.freezer_contact,on,"2022-11-22 20:49:29",
22161360,binary_sensor.fridge_contact,on,"2022-11-22 21:23:22",
22172076,binary_sensor.freezer_contact,on,"2022-11-22 21:45:41",
22172367,binary_sensor.fridge_contact,on,"2022-11-22 21:46:15",
22184286,binary_sensor.fridge_contact,on,"2022-11-22 22:10:36",
22184339,binary_sensor.freezer_contact,on,"2022-11-22 22:10:42",
22184709,binary_sensor.freezer_contact,on,"2022-11-22 22:11:25",
22190333,binary_sensor.fridge_contact,on,"2022-11-22 22:22:50",
22204864,binary_sensor.fridge_contact,on,"2022-11-22 22:52:18",
22205298,binary_sensor.fridge_contact,on,"2022-11-22 22:53:10",
22205510,binary_sensor.freezer_contact,on,"2022-11-22 22:53:36",
22271453,binary_sensor.fridge_contact,on,"2022-11-23 01:07:49",
22477902,binary_sensor.fridge_contact,on,"2022-11-23 08:37:12",
22502912,binary_sensor.fridge_contact,on,"2022-11-23 09:30:09",
22503075,binary_sensor.fridge_contact,on,"2022-11-23 09:30:29",
22511522,binary_sensor.fridge_contact,on,"2022-11-23 09:48:08",
22512420,binary_sensor.fridge_contact,on,"2022-11-23 09:50:03",
22513933,binary_sensor.fridge_contact,on,"2022-11-23 09:53:10",
22516228,binary_sensor.fridge_contact,on,"2022-11-23 09:58:06",
22519452,binary_sensor.fridge_contact,on,"2022-11-23 10:04:44",
22564528,binary_sensor.fridge_contact,on,"2022-11-23 11:37:49",
22586938,binary_sensor.fridge_contact,on,"2022-11-23 12:24:00",
22587393,binary_sensor.freezer_contact,on,"2022-11-23 12:24:55",
22617026,binary_sensor.fridge_contact,on,"2022-11-23 13:26:49",
22619240,binary_sensor.fridge_contact,on,"2022-11-23 13:31:36",
22636748,binary_sensor.fridge_contact,on,"2022-11-23 14:07:55",
22641510,binary_sensor.fridge_contact,on,"2022-11-23 14:17:42",
22642095,binary_sensor.freezer_contact,on,"2022-11-23 14:18:56",
22642144,binary_sensor.fridge_contact,on,"2022-11-23 14:19:01",
22642629,binary_sensor.fridge_contact,on,"2022-11-23 14:19:55",
22642860,binary_sensor.fridge_contact,on,"2022-11-23 14:20:23",
22644004,binary_sensor.fridge_contact,on,"2022-11-23 14:22:41",
22651315,binary_sensor.freezer_contact,on,"2022-11-23 14:37:45",
22660471,binary_sensor.freezer_contact,on,"2022-11-23 14:57:09",
22660546,binary_sensor.fridge_contact,on,"2022-11-23 14:57:18",
22660830,binary_sensor.freezer_contact,on,"2022-11-23 14:57:47",
22678515,binary_sensor.fridge_contact,on,"2022-11-23 15:34:43",
22687039,binary_sensor.fridge_contact,on,"2022-11-23 15:52:34",
22687485,binary_sensor.fridge_contact,on,"2022-11-23 15:53:27",
22688330,binary_sensor.fridge_contact,on,"2022-11-23 15:55:11",
22688463,binary_sensor.fridge_contact,on,"2022-11-23 15:55:24",
22691003,binary_sensor.fridge_contact,on,"2022-11-23 16:00:27",
22693366,binary_sensor.fridge_contact,on,"2022-11-23 16:04:35",
22694959,binary_sensor.fridge_contact,on,"2022-11-23 16:07:42",
22706297,binary_sensor.fridge_contact,on,"2022-11-23 16:31:27",
22706712,binary_sensor.fridge_contact,on,"2022-11-23 16:32:13",
22707662,binary_sensor.fridge_contact,on,"2022-11-23 16:34:05",
22730464,binary_sensor.fridge_contact,on,"2022-11-23 17:20:31",
22731301,binary_sensor.fridge_contact,on,"2022-11-23 17:22:16",
22732972,binary_sensor.fridge_contact,on,"2022-11-23 17:25:50",
22733595,binary_sensor.fridge_contact,on,"2022-11-23 17:27:10",
22734553,binary_sensor.fridge_contact,on,"2022-11-23 17:29:09",
22737338,binary_sensor.freezer_contact,on,"2022-11-23 17:35:03",
22770106,binary_sensor.fridge_contact,on,"2022-11-23 18:42:00",
22770337,binary_sensor.freezer_contact,on,"2022-11-23 18:42:26",
22771088,binary_sensor.freezer_contact,on,"2022-11-23 18:43:57",
22771279,binary_sensor.fridge_contact,on,"2022-11-23 18:44:22",
22771876,binary_sensor.fridge_contact,on,"2022-11-23 18:45:33",
22781516,binary_sensor.fridge_contact,on,"2022-11-23 19:05:43",
22782014,binary_sensor.fridge_contact,on,"2022-11-23 19:06:45",
22782902,binary_sensor.freezer_contact,on,"2022-11-23 19:08:40",
22784254,binary_sensor.fridge_contact,on,"2022-11-23 19:11:20",
22784524,binary_sensor.fridge_contact,on,"2022-11-23 19:11:54",
22784774,binary_sensor.fridge_contact,on,"2022-11-23 19:12:23",
22785966,binary_sensor.fridge_contact,on,"2022-11-23 19:14:46",
22786048,binary_sensor.fridge_contact,on,"2022-11-23 19:14:56",
22786793,binary_sensor.fridge_contact,on,"2022-11-23 19:16:26",
22786944,binary_sensor.fridge_contact,on,"2022-11-23 19:16:43",
22786962,binary_sensor.fridge_contact,on,"2022-11-23 19:16:44",
22787290,binary_sensor.fridge_contact,on,"2022-11-23 19:17:24",
22787636,binary_sensor.fridge_contact,on,"2022-11-23 19:18:06",
22788070,binary_sensor.fridge_contact,on,"2022-11-23 19:18:57",
22788375,binary_sensor.freezer_contact,on,"2022-11-23 19:19:31",
22788434,binary_sensor.fridge_contact,on,"2022-11-23 19:19:37",
22788970,binary_sensor.fridge_contact,on,"2022-11-23 19:20:41",
22790927,binary_sensor.fridge_contact,on,"2022-11-23 19:24:46",
22791440,binary_sensor.freezer_contact,on,"2022-11-23 19:25:51",
22791693,binary_sensor.fridge_contact,on,"2022-11-23 19:26:20",
22794487,binary_sensor.fridge_contact,on,"2022-11-23 19:32:09",
22794660,binary_sensor.fridge_contact,on,"2022-11-23 19:32:31",
22796583,binary_sensor.fridge_contact,on,"2022-11-23 19:36:31",
22796929,binary_sensor.fridge_contact,on,"2022-11-23 19:37:14",
22797416,binary_sensor.fridge_contact,on,"2022-11-23 19:38:14",
22797546,binary_sensor.fridge_contact,on,"2022-11-23 19:38:30",
22801224,binary_sensor.fridge_contact,on,"2022-11-23 19:46:00",
22801504,binary_sensor.fridge_contact,on,"2022-11-23 19:46:32",
22816371,binary_sensor.fridge_contact,on,"2022-11-23 20:17:22",
22816861,binary_sensor.fridge_contact,on,"2022-11-23 20:18:22",
22817986,binary_sensor.fridge_contact,on,"2022-11-23 20:20:35",
22818642,binary_sensor.fridge_contact,on,"2022-11-23 20:21:56",
22829370,binary_sensor.fridge_contact,on,"2022-11-23 20:44:14",
22829777,binary_sensor.fridge_contact,on,"2022-11-23 20:45:06",
22854664,binary_sensor.fridge_contact,on,"2022-11-23 21:37:10",
22871854,binary_sensor.fridge_contact,on,"2022-11-23 22:12:59",
22884200,binary_sensor.fridge_contact,on,"2022-11-23 22:39:05",
22885454,binary_sensor.fridge_contact,on,"2022-11-23 22:41:37",
22889836,binary_sensor.fridge_contact,on,"2022-11-23 22:50:44",
22891488,binary_sensor.fridge_contact,on,"2022-11-23 22:54:14",
22892983,binary_sensor.freezer_contact,on,"2022-11-23 22:57:19",
22902869,binary_sensor.freezer_contact,on,"2022-11-23 23:17:45",
22955284,binary_sensor.fridge_contact,on,"2022-11-24 01:09:00",
22956056,binary_sensor.fridge_contact,on,"2022-11-24 01:10:40",
22956065,binary_sensor.fridge_contact,on,"2022-11-24 01:10:40","2022-11-24 01:10:40"
22959242,binary_sensor.fridge_contact,on,"2022-11-24 01:17:07",
23158292,binary_sensor.fridge_contact,on,"2022-11-24 08:20:19",
23162857,binary_sensor.fridge_contact,on,"2022-11-24 08:29:54",
23163250,binary_sensor.fridge_contact,on,"2022-11-24 08:30:40",
23189881,binary_sensor.fridge_contact,on,"2022-11-24 09:27:29",
23191626,binary_sensor.fridge_contact,on,"2022-11-24 09:31:03",
